wva2016_group,wva2016_code,wva2016_group_title,wva2016_title,icd10_range,icd10_code
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A31
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A32
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A33
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A34
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A35
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A36
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A37
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A38
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A42
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A43
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A44
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A45
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A46
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A47
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A48
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A49
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A50
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A51
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A52
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A53
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A54
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A55
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A56
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A57
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A58
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A59
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A60
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A61
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A62
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A63
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A64
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A65
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A66
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A67
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A68
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A69
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A70
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A71
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A72
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A73
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A74
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A75
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A76
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A77
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A78
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A79
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A80
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A81
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A82
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A83
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A84
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A85
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A86
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A87
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A88
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A89
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B00
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B01
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B02
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B03
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B04
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B05
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B06
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B07
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B08
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B09
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B10
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B11
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B12
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B13
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B14
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B15
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B16
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B17
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B18
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B19
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B25
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B26
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B27
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B28
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B29
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B30
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B31
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B32
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B33
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B34
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B35
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B36
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B37
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B38
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B39
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B40
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B41
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B42
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B43
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B44
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B45
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B46
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B47
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B48
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B49
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B55
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B56
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B57
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B58
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B59
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B60
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B61
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B62
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B63
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B64
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B65
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B66
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B67
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B68
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B69
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B70
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B71
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B72
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B73
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B74
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B75
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B76
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B77
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B78
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B79
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B80
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B81
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B82
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B83
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B84
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B85
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B86
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B87
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B88
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B89
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B90
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B91
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B92
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B93
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B94
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B95
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B96
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B97
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B98
01,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B99
10,10.05,Neonatal causes of death,Neonatal tetanus,A33,A33
01,01.08,Infectious and parasitic diseases,Tetanus (Excludes: Neonatal tetanus VAs-10.05),A33-35,A33
01,01.08,Infectious and parasitic diseases,Tetanus (Excludes: Neonatal tetanus VAs-10.05),A33-35,A34
01,01.08,Infectious and parasitic diseases,Tetanus (Excludes: Neonatal tetanus VAs-10.05),A33-35,A35
01,01.10,Infectious and parasitic diseases,Pertussis,A37,A37
01,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",A39
01,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G00
01,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G01
01,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G02
01,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G03
01,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G04
01,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G05
01,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",A39
01,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G00
01,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G01
01,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G02
01,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G03
01,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G04
01,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G05
01,01.01,Infectious and parasitic diseases,Sepsis,A40-41,A40
01,01.01,Infectious and parasitic diseases,Sepsis,A40-41,A41
01,01.12,Infectious and parasitic diseases,Dengue fever,A90-91,A90
01,01.12,Infectious and parasitic diseases,Dengue fever,A90-91,A91
01,01.12,Infectious and parasitic diseases,Dengue fever,A90-91,A90
01,01.12,Infectious and parasitic diseases,Dengue fever,A90-91,A91
01,01.11,Infectious and parasitic diseases,Haemorrhagic fever,A92-99,A92
01,01.11,Infectious and parasitic diseases,Haemorrhagic fever,A92-99,A93
01,01.11,Infectious and parasitic diseases,Haemorrhagic fever,A92-99,A94
01,01.11,Infectious and parasitic diseases,Haemorrhagic fever,A92-99,A95
01,01.11,Infectious and parasitic diseases,Haemorrhagic fever,A92-99,A96
01,01.11,Infectious and parasitic diseases,Haemorrhagic fever,A92-99,A97
01,01.11,Infectious and parasitic diseases,Haemorrhagic fever,A92-99,A98
01,01.11,Infectious and parasitic diseases,Haemorrhagic fever,A92-99,A99
01,01.06,Infectious and parasitic diseases,Measles,B05,B05
01,01.03,Infectious and parasitic diseases,HIV/AIDS related death,B20-24,B20
01,01.03,Infectious and parasitic diseases,HIV/AIDS related death,B20-24,B21
01,01.03,Infectious and parasitic diseases,HIV/AIDS related death,B20-24,B22
01,01.03,Infectious and parasitic diseases,HIV/AIDS related death,B20-24,B23
01,01.03,Infectious and parasitic diseases,HIV/AIDS related death,B20-24,B24
01,01.05,Infectious and parasitic diseases,Malaria,B50-54,B50
01,01.05,Infectious and parasitic diseases,Malaria,B50-54,B51
01,01.05,Infectious and parasitic diseases,Malaria,B50-54,B52
01,01.05,Infectious and parasitic diseases,Malaria,B50-54,B53
01,01.05,Infectious and parasitic diseases,Malaria,B50-54,B54
02,02.01,Neoplasms,Oral neoplasms,C00-06,C00
02,02.01,Neoplasms,Oral neoplasms,C00-06,C01
02,02.01,Neoplasms,Oral neoplasms,C00-06,C02
02,02.01,Neoplasms,Oral neoplasms,C00-06,C03
02,02.01,Neoplasms,Oral neoplasms,C00-06,C04
02,02.01,Neoplasms,Oral neoplasms,C00-06,C05
02,02.01,Neoplasms,Oral neoplasms,C00-06,C06
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C07
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C08
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C09
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C10
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C11
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C12
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C13
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C14
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C40
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C41
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C42
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C43
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C44
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C45
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C46
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C47
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C48
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C49
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C60
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C61
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C62
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C63
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C64
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C65
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C66
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C67
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C68
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C69
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C70
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C71
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C72
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C73
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C74
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C75
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C76
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C77
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C78
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C79
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C80
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C81
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C82
02,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C83
