"","icd10_code","wva2016_code","wva2016_title","icd10_range.x","wbd10_age","wbd10_kind","wbd10_kind_depth","wbd10_codex4","wbd10_codex2","wbd10_code","wbd10_codex4_title","wbd10_codex2_title","wbd10_title","icd10_range.y"
"28","A33",1.08,"Tetanus","A33-35","adult","codex",3,1,"1E","1E01","Communicable, maternal, perinatal and nutritional conditions","Selected vaccine preventable diseases","Tetanus","A33,A35"
"29","A33",10.05,"Neonatal tetanus","A33","adult","codex",3,1,"1E","1E01","Communicable, maternal, perinatal and nutritional conditions","Selected vaccine preventable diseases","Tetanus","A33,A35"
"30","A34",1.08,"Tetanus","A33-35","adult","codex",3,1,"1M","1M04","Communicable, maternal, perinatal and nutritional conditions","Maternal conditions","Maternal sepsis","O23,O41,O85-O86,O91,A34"
"31","A35",1.08,"Tetanus","A33-35","adult","codex",3,1,"1E","1E01","Communicable, maternal, perinatal and nutritional conditions","Selected vaccine preventable diseases","Tetanus","A33,A35"
"32","A36",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1E","1E04","Communicable, maternal, perinatal and nutritional conditions","Selected vaccine preventable diseases","Other vaccine preventable diseases","A36-A37,B03,B06,B26"
"33","A37",1.1,"Pertussis","A37","adult","codex",3,1,"1E","1E04","Communicable, maternal, perinatal and nutritional conditions","Selected vaccine preventable diseases","Other vaccine preventable diseases","A36-A37,B03,B06,B26"
"34","A38",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"35","A39",1.07,"Meningitis and encephalitis","A39,G00-05","adult","codex",3,1,"1F","1F01","Communicable, maternal, perinatal and nutritional conditions","Meningitis/encephalitis","Meningitis/encephalitis","A39,A81,A83-A89,G00-G09"
"36","A40",1.01,"Sepsis","A40-41","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"37","A41",1.01,"Sepsis","A40-41","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"38","A42",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"39","A43",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"40","A44",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"41","A45",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"42","A46",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"43","A47",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"44","A48",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"45","A49",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"46","A50",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1L","1L01","Communicable, maternal, perinatal and nutritional conditions","Other infectious and parasitic diseases","Other infectious diseases","A31,A50,A65-A67,A69,B00,B02,B04,B07-B09,B25,B27-B49,B59,B85-B89,B94,B97-B99,P35,Y95"
"47","A51",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1C","1C01","Communicable, maternal, perinatal and nutritional conditions","Sexually-transmitted infections excluding HIV/AIDS","Syphilis","A51-A53"
"48","A52",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1C","1C01","Communicable, maternal, perinatal and nutritional conditions","Sexually-transmitted infections excluding HIV/AIDS","Syphilis","A51-A53"
"49","A53",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1C","1C01","Communicable, maternal, perinatal and nutritional conditions","Sexually-transmitted infections excluding HIV/AIDS","Syphilis","A51-A53"
"50","A54",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1C","1C02","Communicable, maternal, perinatal and nutritional conditions","Sexually-transmitted infections excluding HIV/AIDS","Other sexually transmitted infections (excluding HIV/AIDS)","A54-A64,N70-N74"
"51","A55",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1C","1C02","Communicable, maternal, perinatal and nutritional conditions","Sexually-transmitted infections excluding HIV/AIDS","Other sexually transmitted infections (excluding HIV/AIDS)","A54-A64,N70-N74"
"52","A56",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1C","1C02","Communicable, maternal, perinatal and nutritional conditions","Sexually-transmitted infections excluding HIV/AIDS","Other sexually transmitted infections (excluding HIV/AIDS)","A54-A64,N70-N74"
"53","A57",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1C","1C02","Communicable, maternal, perinatal and nutritional conditions","Sexually-transmitted infections excluding HIV/AIDS","Other sexually transmitted infections (excluding HIV/AIDS)","A54-A64,N70-N74"
"54","A58",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1C","1C02","Communicable, maternal, perinatal and nutritional conditions","Sexually-transmitted infections excluding HIV/AIDS","Other sexually transmitted infections (excluding HIV/AIDS)","A54-A64,N70-N74"
"55","A59",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1C","1C02","Communicable, maternal, perinatal and nutritional conditions","Sexually-transmitted infections excluding HIV/AIDS","Other sexually transmitted infections (excluding HIV/AIDS)","A54-A64,N70-N74"
"56","A60",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1C","1C02","Communicable, maternal, perinatal and nutritional conditions","Sexually-transmitted infections excluding HIV/AIDS","Other sexually transmitted infections (excluding HIV/AIDS)","A54-A64,N70-N74"
"57","A61",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1C","1C02","Communicable, maternal, perinatal and nutritional conditions","Sexually-transmitted infections excluding HIV/AIDS","Other sexually transmitted infections (excluding HIV/AIDS)","A54-A64,N70-N74"
"58","A62",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1C","1C02","Communicable, maternal, perinatal and nutritional conditions","Sexually-transmitted infections excluding HIV/AIDS","Other sexually transmitted infections (excluding HIV/AIDS)","A54-A64,N70-N74"
"59","A63",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1C","1C02","Communicable, maternal, perinatal and nutritional conditions","Sexually-transmitted infections excluding HIV/AIDS","Other sexually transmitted infections (excluding HIV/AIDS)","A54-A64,N70-N74"
"60","A64",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1C","1C02","Communicable, maternal, perinatal and nutritional conditions","Sexually-transmitted infections excluding HIV/AIDS","Other sexually transmitted infections (excluding HIV/AIDS)","A54-A64,N70-N74"
"61","A65",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1L","1L01","Communicable, maternal, perinatal and nutritional conditions","Other infectious and parasitic diseases","Other infectious diseases","A31,A50,A65-A67,A69,B00,B02,B04,B07-B09,B25,B27-B49,B59,B85-B89,B94,B97-B99,P35,Y95"
"62","A66",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1L","1L01","Communicable, maternal, perinatal and nutritional conditions","Other infectious and parasitic diseases","Other infectious diseases","A31,A50,A65-A67,A69,B00,B02,B04,B07-B09,B25,B27-B49,B59,B85-B89,B94,B97-B99,P35,Y95"
"63","A67",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1L","1L01","Communicable, maternal, perinatal and nutritional conditions","Other infectious and parasitic diseases","Other infectious diseases","A31,A50,A65-A67,A69,B00,B02,B04,B07-B09,B25,B27-B49,B59,B85-B89,B94,B97-B99,P35,Y95"
"64","A68",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"65","A69",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1L","1L01","Communicable, maternal, perinatal and nutritional conditions","Other infectious and parasitic diseases","Other infectious diseases","A31,A50,A65-A67,A69,B00,B02,B04,B07-B09,B25,B27-B49,B59,B85-B89,B94,B97-B99,P35,Y95"
"66","A70",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"67","A71",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1I","1I04","Communicable, maternal, perinatal and nutritional conditions","Selected tropical diseases","Trachoma","A71"
"68","A74",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"69","A75",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"70","A76",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"71","A77",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"72","A78",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"73","A79",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1K","1K01","Communicable, maternal, perinatal and nutritional conditions","Acute bacterial sepsis & severe Infections","Severe Systemic Infection","A20-A28,A32,A38,A40-A49,A68,A70,A74-A79,B95-B96,P36-P39,U80-U89"
"74","A80",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1E","1E03","Communicable, maternal, perinatal and nutritional conditions","Selected vaccine preventable diseases","Poliomyelitis","A80,B91"
"75","A81",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1F","1F01","Communicable, maternal, perinatal and nutritional conditions","Meningitis/encephalitis","Meningitis/encephalitis","A39,A81,A83-A89,G00-G09"
"76","A82",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1F","1F02","Communicable, maternal, perinatal and nutritional conditions","Meningitis/encephalitis","Rabies","A82"
"77","A83",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1F","1F01","Communicable, maternal, perinatal and nutritional conditions","Meningitis/encephalitis","Meningitis/encephalitis","A39,A81,A83-A89,G00-G09"
"78","A84",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1F","1F01","Communicable, maternal, perinatal and nutritional conditions","Meningitis/encephalitis","Meningitis/encephalitis","A39,A81,A83-A89,G00-G09"
"79","A85",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1F","1F01","Communicable, maternal, perinatal and nutritional conditions","Meningitis/encephalitis","Meningitis/encephalitis","A39,A81,A83-A89,G00-G09"
"80","A86",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1F","1F01","Communicable, maternal, perinatal and nutritional conditions","Meningitis/encephalitis","Meningitis/encephalitis","A39,A81,A83-A89,G00-G09"
"81","A87",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1F","1F01","Communicable, maternal, perinatal and nutritional conditions","Meningitis/encephalitis","Meningitis/encephalitis","A39,A81,A83-A89,G00-G09"
"82","A88",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1F","1F01","Communicable, maternal, perinatal and nutritional conditions","Meningitis/encephalitis","Meningitis/encephalitis","A39,A81,A83-A89,G00-G09"
"83","A89",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1F","1F01","Communicable, maternal, perinatal and nutritional conditions","Meningitis/encephalitis","Meningitis/encephalitis","A39,A81,A83-A89,G00-G09"
"84","A92",1.11,"Haemorrhagic fever","A92-96,A98-99","adult","codex",3,1,"1I","1I03","Communicable, maternal, perinatal and nutritional conditions","Selected tropical diseases","Arthropod-borne viral fevers","A90-A99"
"85","A93",1.11,"Haemorrhagic fever","A92-96,A98-99","adult","codex",3,1,"1I","1I03","Communicable, maternal, perinatal and nutritional conditions","Selected tropical diseases","Arthropod-borne viral fevers","A90-A99"
"86","A94",1.11,"Haemorrhagic fever","A92-96,A98-99","adult","codex",3,1,"1I","1I03","Communicable, maternal, perinatal and nutritional conditions","Selected tropical diseases","Arthropod-borne viral fevers","A90-A99"
"87","A95",1.11,"Haemorrhagic fever","A92-96,A98-99","adult","codex",3,1,"1I","1I03","Communicable, maternal, perinatal and nutritional conditions","Selected tropical diseases","Arthropod-borne viral fevers","A90-A99"
"88","A96",1.11,"Haemorrhagic fever","A92-96,A98-99","adult","codex",3,1,"1I","1I03","Communicable, maternal, perinatal and nutritional conditions","Selected tropical diseases","Arthropod-borne viral fevers","A90-A99"
"89","A97",1.12,"Dengue fever","A97","adult","codex",3,1,"1I","1I03","Communicable, maternal, perinatal and nutritional conditions","Selected tropical diseases","Arthropod-borne viral fevers","A90-A99"
"90","A98",1.11,"Haemorrhagic fever","A92-96,A98-99","adult","codex",3,1,"1I","1I03","Communicable, maternal, perinatal and nutritional conditions","Selected tropical diseases","Arthropod-borne viral fevers","A90-A99"
"91","A99",1.11,"Haemorrhagic fever","A92-96,A98-99","adult","codex",3,1,"1I","1I03","Communicable, maternal, perinatal and nutritional conditions","Selected tropical diseases","Arthropod-borne viral fevers","A90-A99"
"92","B00",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1L","1L01","Communicable, maternal, perinatal and nutritional conditions","Other infectious and parasitic diseases","Other infectious diseases","A31,A50,A65-A67,A69,B00,B02,B04,B07-B09,B25,B27-B49,B59,B85-B89,B94,B97-B99,P35,Y95"
"93","B01",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1E","1E02","Communicable, maternal, perinatal and nutritional conditions","Selected vaccine preventable diseases","Measles","B01,B05"
"94","B02",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1L","1L01","Communicable, maternal, perinatal and nutritional conditions","Other infectious and parasitic diseases","Other infectious diseases","A31,A50,A65-A67,A69,B00,B02,B04,B07-B09,B25,B27-B49,B59,B85-B89,B94,B97-B99,P35,Y95"
"95","B03",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","adult","codex",3,1,"1E","1E04","Communicable, maternal, perinatal and nutritional conditions","Selected vaccine preventable diseases","Other vaccine preventable diseases","A36-A37,B03,B06,B26"
