"","icd10_code","wva2016_code","wva2016_title","icd10_range.x","wbd10_age","wbd10_kind","wbd10_kind_depth","wbd10_codex4","wbd10_codex2","wbd10_code","wbd10_codex4_title","wbd10_codex2_title","wbd10_title","icd10_range.y"
"27","A32",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
"28","A33",10.05,"Neonatal tetanus","A33","neo","codex",3,1,"1B","1B02","Communicable, perinatal and nutritional conditions","Other communicable diseases","Tetanus","A33-A35"
"29","A33",1.08,"Tetanus","A33-35","neo","codex",3,1,"1B","1B02","Communicable, perinatal and nutritional conditions","Other communicable diseases","Tetanus","A33-A35"
"30","A34",1.08,"Tetanus","A33-35","neo","codex",3,1,"1B","1B02","Communicable, perinatal and nutritional conditions","Other communicable diseases","Tetanus","A33-A35"
"31","A35",1.08,"Tetanus","A33-35","neo","codex",3,1,"1B","1B02","Communicable, perinatal and nutritional conditions","Other communicable diseases","Tetanus","A33-A35"
"32","A36",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"33","A38",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
"34","A40",1.01,"Sepsis","A40-41","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
"35","A41",1.01,"Sepsis","A40-41","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
"36","A42",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
"37","A43",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
"38","A44",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
"39","A46",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
"40","A48",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
"41","A49",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
"42","A50",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"43","A51",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"44","A52",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"45","A53",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"46","A54",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"47","A55",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"48","A56",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"49","A57",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"50","A58",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"51","A59",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"52","A60",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"53","A61",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"54","A62",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"55","A63",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"56","A64",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"57","A65",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"58","A66",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"59","A67",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"60","A68",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
"61","A69",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
"62","A70",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
"63","A71",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1B","1B06","Communicable, perinatal and nutritional conditions","Other communicable diseases","Other infectious and parasitic diseases","A15-A19,A30-A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B27,B30,B33-B49,B55-B60,B64-B83,B85-B90,B92,B94,B97,B99,J65,K04,K05,K61,N70-N74,R75,U00,Y95"
"64","A74",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
"65","A75",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
"66","A77",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
"67","A78",1.99,"Unspecified infectious disease","A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99","neo","codex",3,1,"1A","1A02","Communicable, perinatal and nutritional conditions","Neonatal Infections","Sepsis","A20-A28,A32,A38,A40-A44,A46,A48,A49,A68-A70,A74,A75,A77-A79,B95,B96,H10,H60,I30,I32-I33,I39-I41,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61,P35-P39"
