wva2016_code,wva2016_title,icd10_range,icd10_code
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",A79
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",A80
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",A81
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",A82
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",A83
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",A84
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",A85
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",A86
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",A87
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",A88
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",A89
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B00
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B01
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B02
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B03
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B04
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B06
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B07
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B08
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B09
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B10
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B11
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B12
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B13
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B14
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B15
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B16
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B17
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B18
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B19
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B25
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B26
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B27
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B28
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B29
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B30
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B31
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B32
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B33
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B34
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B35
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B36
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B37
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B38
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B39
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B40
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B41
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B42
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B43
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B44
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B45
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B46
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B47
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B48
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B49
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B55
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B56
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B57
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B58
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B59
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B60
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B61
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B62
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B63
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B64
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B65
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B66
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B67
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B68
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B69
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B70
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B71
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B72
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B73
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B74
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B75
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B76
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B77
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B78
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B79
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B80
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B81
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B82
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B83
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B84
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B85
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B86
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B87
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B88
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B89
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B90
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B91
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B92
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B93
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B94
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B95
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B96
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B97
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B98
1.99,Unspecified infectious disease,"A17-32,A36,A38,A42-89,B00-04,B06-19,B25-49,B55-99",B99
10.05,Neonatal tetanus,A33,A33
1.08,Tetanus,A33-35,A33
1.08,Tetanus,A33-35,A34
1.08,Tetanus,A33-35,A35
1.1,Pertussis,A37,A37
1.07,Meningitis and encephalitis,"A39,G00-05",A39
1.07,Meningitis and encephalitis,"A39,G00-05",G00
1.07,Meningitis and encephalitis,"A39,G00-05",G01
1.07,Meningitis and encephalitis,"A39,G00-05",G02
1.07,Meningitis and encephalitis,"A39,G00-05",G03
1.07,Meningitis and encephalitis,"A39,G00-05",G04
1.07,Meningitis and encephalitis,"A39,G00-05",G05
1.01,Sepsis,A40-41,A40
1.01,Sepsis,A40-41,A41
1.11,Haemorrhagic fever,"A92-96,A98-99",A92
1.11,Haemorrhagic fever,"A92-96,A98-99",A93
1.11,Haemorrhagic fever,"A92-96,A98-99",A94
1.11,Haemorrhagic fever,"A92-96,A98-99",A95
1.11,Haemorrhagic fever,"A92-96,A98-99",A96
1.11,Haemorrhagic fever,"A92-96,A98-99",A98
1.11,Haemorrhagic fever,"A92-96,A98-99",A99
1.12,Dengue fever,A97,A97
1.06,Measles,B05,B05
1.03,HIV/AIDS related death,B20-24,B20
1.03,HIV/AIDS related death,B20-24,B21
1.03,HIV/AIDS related death,B20-24,B22
1.03,HIV/AIDS related death,B20-24,B23
1.03,HIV/AIDS related death,B20-24,B24
1.05,Malaria,B50-54,B50
1.05,Malaria,B50-54,B51
1.05,Malaria,B50-54,B52
1.05,Malaria,B50-54,B53
1.05,Malaria,B50-54,B54
2.01,Oral neoplasms,C00-06,C00
2.01,Oral neoplasms,C00-06,C01
2.01,Oral neoplasms,C00-06,C02
2.01,Oral neoplasms,C00-06,C03
2.01,Oral neoplasms,C00-06,C04
2.01,Oral neoplasms,C00-06,C05
2.01,Oral neoplasms,C00-06,C06
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C07
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C08
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C09
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C10
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C11
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C12
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C13
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C14
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C40
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C41
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C42
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C43
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C44
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C45
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C46
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C47
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C48
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C49
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C64
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C65
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C66
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C67
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C68
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C69
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C70
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C71
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C72
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C73
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C74
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C75
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C76
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C77
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C78
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C79
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C80
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C81
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C82
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C83
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C84
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C85
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C86
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C87
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C88
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C89
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C90
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C91
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C92
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C93
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C94
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C95
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",C96
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D00
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D01
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D02
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D03
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D04
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D05
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D06
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D07
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D08
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D09
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D10
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D11
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D12
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D13
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D14
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D15
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D16
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D17
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D18
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D19
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D20
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D21
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D22
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D23
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D24
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D25
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D26
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D27
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D28
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D29
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D30
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D31
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D32
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D33
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D34
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D35
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D36
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D37
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D38
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D39
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D40
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D41
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D42
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D43
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D44
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D45
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D46
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D47
2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48",D48
2.02,Digestive neoplasms,C15-26,C15
2.02,Digestive neoplasms,C15-26,C16
2.02,Digestive neoplasms,C15-26,C17
2.02,Digestive neoplasms,C15-26,C18
2.02,Digestive neoplasms,C15-26,C19
2.02,Digestive neoplasms,C15-26,C20
