wva2016_group,wva2016_code,wva2016_group_title,wva2016_title,icd10_range,icd10_code
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A53
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A54
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A55
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A56
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A57
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A58
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A59
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A60
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A61
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A62
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A63
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A64
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A65
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A66
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A67
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A68
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A69
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A70
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A71
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A72
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A73
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A74
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A75
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A76
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A77
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A78
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A79
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A80
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A81
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A82
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A83
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A84
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A85
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A86
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A87
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A88
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",A89
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B00
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B01
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B02
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B03
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B04
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B05
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B06
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B07
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B08
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B09
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B10
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B11
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B12
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B13
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B14
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B15
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B16
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B17
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B18
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B19
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B25
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B26
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B27
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B28
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B29
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B30
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B31
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B32
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B33
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B34
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B35
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B36
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B37
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B38
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B39
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B40
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B41
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B42
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B43
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B44
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B45
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B46
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B47
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B48
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B49
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B55
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B56
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B57
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B58
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B59
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B60
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B61
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B62
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B63
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B64
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B65
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B66
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B67
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B68
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B69
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B70
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B71
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B72
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B73
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B74
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B75
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B76
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B77
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B78
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B79
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B80
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B81
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B82
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B83
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B84
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B85
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B86
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B87
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B88
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B89
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B90
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B91
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B92
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B93
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B94
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B95
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B96
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B97
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B98
1,01.99,Infectious and parasitic diseases,Unspecified infectious disease,"A17-38,A42-89,B00-19,B25-49,B55-99",B99
10,10.05,Neonatal causes of death,Neonatal tetanus,A33,A33
1,01.08,Infectious and parasitic diseases,Tetanus (Excludes: Neonatal tetanus VAs-10.05),A33-35,A33
1,01.08,Infectious and parasitic diseases,Tetanus (Excludes: Neonatal tetanus VAs-10.05),A33-35,A34
1,01.08,Infectious and parasitic diseases,Tetanus (Excludes: Neonatal tetanus VAs-10.05),A33-35,A35
1,01.10,Infectious and parasitic diseases,Pertussis,A37,A37
1,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",A39
1,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G00
1,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G01
1,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G02
1,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G03
1,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G04
1,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G05
1,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",A39
1,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G00
1,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G01
1,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G02
1,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G03
1,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G04
1,01.07,Infectious and parasitic diseases,Meningitis and encephalitis,"A39,G00-05",G05
1,01.01,Infectious and parasitic diseases,Sepsis,A40-41,A40
1,01.01,Infectious and parasitic diseases,Sepsis,A40-41,A41
1,01.12,Infectious and parasitic diseases,Dengue fever,A90-91,A90
1,01.12,Infectious and parasitic diseases,Dengue fever,A90-91,A91
1,01.12,Infectious and parasitic diseases,Dengue fever,A90-91,A90
1,01.12,Infectious and parasitic diseases,Dengue fever,A90-91,A91
1,01.11,Infectious and parasitic diseases,Haemorrhagic fever,A92-99,A92
1,01.11,Infectious and parasitic diseases,Haemorrhagic fever,A92-99,A93
1,01.11,Infectious and parasitic diseases,Haemorrhagic fever,A92-99,A94
1,01.11,Infectious and parasitic diseases,Haemorrhagic fever,A92-99,A95
1,01.11,Infectious and parasitic diseases,Haemorrhagic fever,A92-99,A96
1,01.11,Infectious and parasitic diseases,Haemorrhagic fever,A92-99,A97
1,01.11,Infectious and parasitic diseases,Haemorrhagic fever,A92-99,A98
1,01.11,Infectious and parasitic diseases,Haemorrhagic fever,A92-99,A99
1,01.06,Infectious and parasitic diseases,Measles,B05,B05
1,01.03,Infectious and parasitic diseases,HIV/AIDS related death,B20-24,B20
1,01.03,Infectious and parasitic diseases,HIV/AIDS related death,B20-24,B21
1,01.03,Infectious and parasitic diseases,HIV/AIDS related death,B20-24,B22
1,01.03,Infectious and parasitic diseases,HIV/AIDS related death,B20-24,B23
1,01.03,Infectious and parasitic diseases,HIV/AIDS related death,B20-24,B24
1,01.05,Infectious and parasitic diseases,Malaria,B50-54,B50
1,01.05,Infectious and parasitic diseases,Malaria,B50-54,B51
1,01.05,Infectious and parasitic diseases,Malaria,B50-54,B52
1,01.05,Infectious and parasitic diseases,Malaria,B50-54,B53
1,01.05,Infectious and parasitic diseases,Malaria,B50-54,B54
2,02.01,Neoplasms,Oral neoplasms,C00-06,C00
2,02.01,Neoplasms,Oral neoplasms,C00-06,C01
2,02.01,Neoplasms,Oral neoplasms,C00-06,C02
2,02.01,Neoplasms,Oral neoplasms,C00-06,C03
2,02.01,Neoplasms,Oral neoplasms,C00-06,C04
2,02.01,Neoplasms,Oral neoplasms,C00-06,C05
2,02.01,Neoplasms,Oral neoplasms,C00-06,C06
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C07
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C08
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C09
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C10
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C11
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C12
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C13
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C14
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C40
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C41
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C42
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C43
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C44
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C45
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C46
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C47
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C48
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C49
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C60
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C61
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C62
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C63
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C64
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C65
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C66
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C67
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C68
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C69
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C70
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C71
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C72
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C73
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C74
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C75
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C76
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C77
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C78
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C79
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C80
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C81
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C82
2,02.99,Neoplasms,Other and unspecified neoplasms,"C07-14,C40-49,C60-99,D00-48",C83
